source,key,value
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairA
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,FKCColumnPairE
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnA
quasimutant,RiskIt,PKCColumnR
quasimutant,RiskIt,PKCColumnR
quasimutant,RiskIt,PKCColumnR
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
quasimutant,RiskIt,PKCColumnE
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,NNCR
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
equivalent,RiskIt,UCColumnA
quasimutant,StudentResidence,FKCColumnPairA
quasimutant,StudentResidence,FKCColumnPairA
quasimutant,StudentResidence,FKCColumnPairA
quasimutant,StudentResidence,FKCColumnPairE
quasimutant,StudentResidence,FKCColumnPairE
quasimutant,StudentResidence,PKCColumnA
quasimutant,StudentResidence,PKCColumnR
quasimutant,StudentResidence,PKCColumnE
equivalent,StudentResidence,NNCA
equivalent,StudentResidence,NNCR
equivalent,StudentResidence,UCColumnA
equivalent,StudentResidence,UCColumnA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairA
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,FKCColumnPairE
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnA
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnR
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
quasimutant,UnixUsage,PKCColumnE
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,NNCR
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,UnixUsage,UCColumnA
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,NNCR
equivalent,WordNet,UCColumnA
equivalent,WordNet,UCColumnA
equivalent,WordNet,UCColumnA
equivalent,WordNet,UCColumnA
redundant,WordNet,UCColumnR
